City,State,County,Lat,Lon,Population,Density
Fall Creek,IL,Adams,39.7789,-91.3024,NR,39.2
New Windsor,IL,Mercer,41.2023,-90.4424,NR,568.4
Mossville,IL,Peoria,40.8156,-89.5679,NR,163.8
Oak Hills,IL,St. Clair,38.6381,-89.9807,NR,231.2
Chestnut,IL,Logan,40.0538,-89.1866,NR,352.9
Cloverdale,IL,DuPage,41.9395,-88.1203,NR,419.3
Bluff City,IL,Fayette,38.9639,-89.0465,NR,47.8
Klondike,IL,Lake,42.4242,-88.1493,NR,724.5
Coyne Center,IL,Rock Island,41.4002,-90.5632,NR,419.9
Cottage Hills,IL,Madison,38.9031,-90.0701,NR,761.9
Bogota,IL,Jasper,38.9184,-88.24,NR,38.7
Herod,IL,Pope,37.5803,-88.4362,NR,3.5
Adair,IL,McDonough,40.4183,-90.4974,NR,265.1
Penfield,IL,Champaign,40.3048,-87.9444,NR,285.1
Stolle,IL,St. Clair,38.5434,-90.1698,NR,99.8
Chemung,IL,McHenry,42.4162,-88.6642,NR,177
Plato Center,IL,Kane,42.0267,-88.4301,NR,63.8
Williams Park,IL,Lake,42.2542,-88.1834,NR,739.7
Fandon,IL,McDonough,40.3684,-90.7615,NR,32.9
Loxa,IL,Coles,39.4973,-88.2673,NR,16.4
Delafield,IL,Hamilton,38.1478,-88.6028,NR,37.8
Idylside,IL,Will,41.5189,-88.122,NR,1910.4
Ware,IL,Union,37.4478,-89.394,NR,35.1
Trimble,IL,Crawford,39.0634,-87.6845,NR,67.3
Rentchler,IL,St. Clair,38.4918,-89.8692,NR,27.4
Herald,IL,White,37.9664,-88.1814,NR,11.2
Grandwood Park,IL,Lake,42.3929,-87.9871,NR,907.7
Wedges Corner,IL,Lake,42.3861,-88.0042,NR,186.5
Geff,IL,Wayne,38.4425,-88.4042,NR,272.1
Prairie View,IL,Lake,42.1992,-87.9556,NR,1231.2
Baileyville,IL,Ogle,42.1972,-89.5934,NR,256
Billett,IL,Lawrence,38.6645,-87.6522,NR,35.7
Pyatts,IL,Perry,38.0031,-89.3712,NR,6.4
Royal Lakes,IL,Macoupin,39.1103,-89.9615,NR,146.4
Hartland,IL,McHenry,42.3636,-88.5073,NR,46.1
Lake of the Woods,IL,Champaign,40.2049,-88.3732,NR,575.1
Boulder Hill,IL,Kendall,41.7113,-88.3354,NR,3112.8
Ingraham,IL,Clay,38.8362,-88.3339,NR,16.8
Green Rock,IL,Henry,41.4731,-90.3576,NR,610.5
Wildwood,IL,Lake,42.3428,-87.9981,NR,1923.5
Seward,IL,Winnebago,42.2389,-89.3579,NR,99.6
Highland Hills,IL,DuPage,41.8492,-88.0045,NR,2145.2
Hollywood Heights,IL,St. Clair,38.6325,-89.9965,NR,345.3
Holbrook,IL,Cook,41.5384,-87.6367,NR,1173.1
French Village,IL,St. Clair,38.6003,-90.0501,NR,87.1
Aptakisic,IL,Lake,42.1825,-87.9473,NR,322.6
Ledford,IL,Saline,37.7,-88.5901,NR,56.9
Ridgefield,IL,McHenry,42.2684,-88.3615,NR,244.4
Chana,IL,Ogle,41.9806,-89.2198,NR,180.5
Oliver,IL,Edgar,39.4839,-87.6814,NR,13
Olivet,IL,Vermilion,39.9414,-87.6378,NR,226.7
Reno,IL,Bond,38.975,-89.514,NR,30.1
Hazel Dell,IL,Cumberland,39.2023,-88.0411,NR,28.9
Ivanhoe,IL,Lake,42.2789,-88.042,NR,166.5
West Jersey,IL,Stark,41.0189,-89.9271,NR,33
Lake Holiday,IL,LaSalle,41.6156,-88.6703,NR,536.2
Beason,IL,Logan,40.1423,-89.1951,NR,176
Diamond Lake,IL,Lake,42.2445,-88.0101,NR,1734.2
Oak Run,IL,Knox,40.9649,-90.1304,NR,59.3
Darmstadt,IL,St. Clair,38.319,-89.7288,NR,113.2
Oakley,IL,Macon,39.8761,-88.8059,NR,63.4
White Heath,IL,Piatt,40.087,-88.5116,NR,344.4
Bourbon,IL,Douglas,39.7456,-88.3789,NR,46.7
Pistakee Highlands,IL,McHenry,42.4028,-88.2117,NR,800.5
Timewell,IL,Brown,40.0078,-90.8737,NR,43
Keeneyville,IL,DuPage,41.9675,-88.1203,NR,423.4
Harlem,IL,Winnebago,42.3403,-89.0179,NR,732.7
Lake Petersburg,IL,Menard,39.9832,-89.8655,NR,156.6
Langleyville,IL,Christian,39.5611,-89.3602,NR,428.6
Goodwine,IL,Iroquois,40.5673,-87.7845,NR,22.1
Shobonier,IL,Fayette,38.8695,-89.0887,NR,163.7
Alvin,IL,Vermilion,40.3084,-87.6084,NR,92.3
Boulder,IL,Clinton,38.6967,-89.2256,NR,16.6
Como,IL,Whiteside,41.7662,-89.7657,NR,194
Grand Chain,IL,Pulaski,37.2517,-89.0234,NR,121.3
Latham Park,IL,Winnebago,42.3684,-89.0629,NR,266.4
Parnell,IL,De Witt,40.2231,-88.7206,NR,12.5
Opdyke,IL,Jefferson,38.2583,-88.7898,NR,125.7
Twin Grove,IL,McLean,40.4857,-89.0993,NR,106.9
Holiday Shores,IL,Madison,38.9226,-89.9361,NR,791.4
Preston Heights,IL,Will,41.494,-88.0752,NR,1506.7
Midland City,IL,De Witt,40.1453,-89.1337,NR,28.1
Channel Lake,IL,Lake,42.483,-88.1491,NR,393.5
Bluffside,IL,St. Clair,38.4839,-90.1548,NR,37.6
Bureau,IL,Bureau,41.2892,-89.3665,NR,133.5
Lakewood Shores,IL,Will,41.271,-88.1361,NR,683.1
Calvin,IL,White,38.2081,-88.0186,NR,20.2
Triumph,IL,LaSalle,41.4995,-89.022,NR,140.1
Dennison,IL,Clark,39.4609,-87.5978,NR,38.7
Crystal Lawns,IL,Will,41.5685,-88.1641,NR,765.5
New Hartford,IL,Pike,39.5756,-90.9101,NR,23.4
Tunnel Hill,IL,Johnson,37.5237,-88.8387,NR,16.6
North Glen Ellyn,IL,DuPage,41.892,-88.0631,NR,969
Eastwood Manor,IL,McHenry,42.3456,-88.2412,NR,656.6
Del Mar Woods,IL,Lake,42.2,-87.8551,NR,247.7
Gages Lake,IL,Lake,42.352,-87.983,NR,1139.9
Grand Detour,IL,Ogle,41.9011,-89.4137,NR,188.4
Millburn,IL,Lake,42.4259,-88.004,NR,154.9
Boody,IL,Macon,39.7655,-89.0472,NR,67.1
Balcom,IL,Union,37.4131,-89.2062,NR,46.5
Imbs,IL,St. Clair,38.5237,-90.1354,NR,38.6
North Park,IL,Winnebago,42.3428,-89.0521,NR,1095.4
Annapolis,IL,Crawford,39.1454,-87.8156,NR,32.4
Utica,IL,LaSalle,41.3406,-89.0101,NR,316.1
Wedron,IL,LaSalle,41.4361,-88.7734,NR,243.3
West York,IL,Crawford,39.1689,-87.673,NR,168.2
Fairmont,IL,Will,41.5614,-88.0587,NR,1529.3
Kings,IL,Ogle,42.0042,-89.1059,NR,209.3
Wilson,IL,Lake,42.3722,-88.1398,NR,471.8
Esmond,IL,DeKalb,42.0336,-88.9357,NR,20.3
Woodworth,IL,Iroquois,40.6598,-87.8459,NR,13.1
Gard,IL,Madison,38.8623,-89.9601,NR,74.7
Illinois City,IL,Rock Island,41.3975,-90.8996,NR,31.4
Chesterville,IL,Douglas,39.7034,-88.3912,NR,69.1
Knollwood,IL,Lake,42.2846,-87.8792,NR,741
Vera,IL,Fayette,39.0342,-89.1131,NR,50.8
Wilton Center,IL,Will,41.3514,-87.9598,NR,67.1
Lake Summerset,IL,Winnebago,42.4521,-89.3984,NR,458.2
Brownfield,IL,Pope,37.3456,-88.607,NR,20.2
Dayton,IL,LaSalle,41.3856,-88.7958,NR,215.3
Haldane,IL,Ogle,42.0625,-89.574,NR,30.2
Meadowbrook,IL,Madison,38.8984,-90.0068,NR,563.6
Reevesville,IL,Johnson,37.3431,-88.7198,NR,34.3
Borton,IL,Edgar,39.6559,-87.9339,NR,28.2
Hastings,IL,Cook,41.6811,-87.9717,NR,382.6
Swanwick,IL,Perry,38.1698,-89.5362,NR,56.2
Lawndale,IL,Logan,40.2181,-89.2826,NR,62
Patterson,IL,Greene,39.4806,-90.4829,NR,56.7
Garden Prairie,IL,Boone,42.2534,-88.7178,NR,364.5
Roachtown,IL,St. Clair,38.4631,-90.0409,NR,58.1
Cottonwood,IL,Gallatin,37.8892,-88.2131,NR,10.5
Elco,IL,Alexander,37.3006,-89.2659,NR,69.4
Rondout,IL,Lake,42.28,-87.8953,NR,88.1
Floraville,IL,St. Clair,38.3762,-90.0553,NR,87
Lancaster,IL,Wabash,38.5478,-87.8653,NR,19.7
Patton,IL,Wabash,38.477,-87.7536,NR,81
Stockland,IL,Iroquois,40.6145,-87.5928,NR,47.6
Sunfield,IL,Perry,38.0645,-89.2401,NR,118.3
Hookdale,IL,Bond,38.8264,-89.3115,NR,19.5
Darwin,IL,Clark,39.2834,-87.612,NR,44.5
Barrington Woods,IL,Cook,42.1522,-88.0559,NR,527.8
Mulkeytown,IL,Franklin,37.9721,-89.1112,NR,236.8
Forest Lake,IL,Lake,42.2105,-88.0533,NR,1462.9
Fox Lake Hills,IL,Lake,42.4127,-88.1269,NR,1783.6
Mitchell,IL,Madison,38.7631,-90.0814,NR,642.6
Whittington,IL,Franklin,38.0892,-88.9028,NR,105.9
Barnhill,IL,Wayne,38.2845,-88.3642,NR,27.9
Summum,IL,Fulton,40.2678,-90.2785,NR,105.8
Dorsey,IL,Madison,38.9737,-90.0015,NR,11.9
Jamaica,IL,Vermilion,39.9911,-87.8067,NR,27.1
Lake Fork,IL,Logan,39.9706,-89.3501,NR,44
McCormick,IL,Pope,37.5506,-88.6706,NR,1.5
Heritage Lake,IL,Tazewell,40.5454,-89.3309,NR,555.7
Baker,IL,LaSalle,41.5556,-88.8112,NR,30.8
Dundas,IL,Richland,38.835,-88.085,NR,142
Lawrence,IL,McHenry,42.4411,-88.6412,NR,97.5
Jamesburg,IL,Vermilion,40.2623,-87.7489,NR,15.4
Buffalo Prairie,IL,Rock Island,41.3384,-90.8549,NR,9.4
Pittwood,IL,Iroquois,40.8609,-87.7295,NR,46.6
Collison,IL,Vermilion,40.225,-87.8039,NR,33
Prestbury,IL,Kane,41.7847,-88.4225,NR,621.5
Lost Nation,IL,Ogle,41.9124,-89.3689,NR,219.2
Olive Branch,IL,Alexander,37.1755,-89.3517,NR,100.1
Pine Mountain Valley,GA,Harris,32.7987,-84.8233,NR,67
Blackwells,GA,Cobb,33.9948,-84.518,NR,507
Godwinsville,GA,Dodge,32.1357,-83.1271,NR,20.8
Madras,GA,Coweta,33.4401,-84.7422,NR,106.5
Bushnell,GA,Coffee,31.5602,-82.9599,NR,49.5
Faceville,GA,Decatur,30.7532,-84.6399,NR,33.2
Cadley,GA,Warren,33.5337,-82.6596,NR,1.4
Appling,GA,Columbia,33.5588,-82.3183,NR,32.4
Eulonia,GA,McIntosh,31.5333,-81.427,NR,28.9
Modoc,GA,Emanuel,32.6557,-82.3093,NR,27.8
Normantown,GA,Toombs,32.3063,-82.3696,NR,54.6
Potterville,GA,Taylor,32.5146,-84.1174,NR,67.3
Holland,GA,Chattooga,34.352,-85.3725,NR,19.6
Noonday,GA,Cobb,34.062,-84.5213,NR,392.2
McKinnon,GA,Wayne,31.4252,-81.9268,NR,60.1
Boykin,GA,Miller,31.1017,-84.6848,NR,37.1
Gloster,GA,Gwinnett,33.9098,-84.0652,NR,1027.3
Haddock,GA,Jones,33.0326,-83.4291,NR,104.7
Veal,GA,Carroll,33.4359,-85.2302,NR,31.5
Mount Bethel,GA,Cobb,33.9662,-84.4113,NR,864.5
Vesta,GA,Oglethorpe,33.9565,-82.9385,NR,9
Dickey,GA,Calhoun,31.5571,-84.6602,NR,2.6
Lakeview,GA,Catoosa,34.9777,-85.2539,NR,1074.6
White Sulphur Springs,GA,Meriwether,32.9079,-84.8033,NR,66.8
Godfrey,GA,Morgan,33.4535,-83.5049,NR,43.8
Moxley,GA,Jefferson,32.9196,-82.3912,NR,12.7
Rex,GA,Clayton,33.5921,-84.2699,NR,993.6
Deenwood,GA,Ware,31.2477,-82.3677,NR,301.6
Howard,GA,Taylor,32.5982,-84.3786,NR,43.8
Coosa,GA,Floyd,34.2545,-85.3544,NR,7.9
Satolah,GA,Rabun,34.9904,-83.1929,NR,6.9
Durand,GA,Meriwether,32.9171,-84.7738,NR,35.1
Townsend,GA,McIntosh,31.5394,-81.5226,NR,38.7
Morganville,GA,Dade,34.9365,-85.4536,NR,54.6
Martinez,GA,Columbia,33.5209,-82.0985,NR,1106.9
Saint Marks,GA,Meriwether,33.1254,-84.821,NR,11.3
Cherry Log,GA,Gilmer,34.786,-84.3836,NR,28.7
Henderson,GA,Houston,32.3413,-83.7893,NR,8.7
Rock Spring,GA,Walker,34.8242,-85.2427,NR,62
West Green,GA,Coffee,31.613,-82.7346,NR,83
Winokur,GA,Charlton,31.0383,-82.0201,NR,16.1
Gracewood,GA,Richmond,33.3726,-82.0321,NR,529.1
North Druid Hills,GA,DeKalb,33.8182,-84.3255,NR,1237.3
Dixie Union,GA,Ware,31.3394,-82.4632,NR,71.2
Crabapple,GA,Fulton,34.0901,-84.3385,NR,471.8
Calvary,GA,Grady,30.7225,-84.3541,NR,96.4
Oakdale,GA,Cobb,33.8187,-84.4977,NR,139.2
Webb,GA,Fulton,34.0973,-84.2594,NR,1494.8
Coal Mountain,GA,Forsyth,34.2715,-84.1007,NR,193.9
Tarboro,GA,Camden,31.0177,-81.8054,NR,6.2
Emory,GA,DeKalb,33.789,-84.3208,NR,1221.2
Chicopee,GA,Hall,34.2534,-83.8435,NR,794.2
Acree,GA,Dougherty,31.5555,-83.996,NR,27.2
Lincoln Park,GA,Upson,32.8674,-84.3348,NR,412.5
Weber,GA,Berrien,31.2371,-83.1399,NR,16.9
Hortense,GA,Brantley,31.3366,-81.9562,NR,78.5
Dames Ferry,GA,Monroe,33.0221,-83.7249,NR,2.6
Towns,GA,Telfair,32.0043,-82.7546,NR,26.5
Springvale,GA,Randolph,31.8282,-84.8796,NR,10.2
Shellman Bluff,GA,McIntosh,31.5727,-81.3232,NR,104
Vinings,GA,Cobb,33.8608,-84.4686,NR,778
Gumlog,GA,Franklin,34.4953,-83.0975,NR,150.4
Hatley,GA,Crisp,31.8993,-83.6132,NR,8.5
Doles,GA,Worth,31.6993,-83.8852,NR,14.5
Huber,GA,Twiggs,32.7043,-83.5563,NR,42.7
Millhaven,GA,Screven,32.9338,-81.6496,NR,1.6
Shingler,GA,Worth,31.5782,-83.7846,NR,59.3
Culverton,GA,Hancock,33.3085,-82.8951,NR,5.5
Stovall,GA,Meriwether,32.961,-84.8519,NR,17.1
Elmodel,GA,Baker,31.3457,-84.4724,NR,3.7
Round Oak,GA,Jones,33.111,-83.6152,NR,6.2
Excelsior,GA,Candler,32.3135,-81.966,NR,6.3
Wayside,GA,Jones,33.0612,-83.6049,NR,24.8
Gordy,GA,Worth,31.4805,-83.8799,NR,22
Inman,GA,Fayette,33.3854,-84.4119,NR,73
Chula,GA,Tift,31.5496,-83.5474,NR,82.8
Coleman,GA,Randolph,31.6717,-84.8903,NR,46.4
Cataula,GA,Harris,32.6554,-84.8685,NR,83.3
Raymond,GA,Coweta,33.3387,-84.7147,NR,92.1
Phelps,GA,Whitfield,34.6981,-84.9833,NR,23
Gresham Park,GA,DeKalb,33.7053,-84.3155,NR,1207
Ohoopee,GA,Toombs,32.1802,-82.2196,NR,9.1
Apalachee,GA,Morgan,33.6865,-83.431,NR,22.3
Sumac,GA,Murray,34.8837,-84.7994,NR,75.2
Howell,GA,Echols,30.8277,-83.0538,NR,41.2
Sea Island,GA,Glynn,31.1836,-81.3498,NR,50.1
Ellenwood,GA,Clayton,33.6101,-84.288,NR,331.9
Starrs Mill,GA,Fayette,33.3273,-84.5124,NR,329.3
Baden,GA,Brooks,30.7174,-83.5652,NR,9.3
Habersham,GA,Habersham,34.5898,-83.5605,NR,54.5
Elko,GA,Houston,32.331,-83.7063,NR,87.8
Horns,GA,Crawford,32.6754,-84.0035,NR,35.3
Whitesville,GA,Harris,32.8176,-85.0313,NR,24.2
McKinney,GA,Upson,32.926,-84.2919,NR,40.7
Barney,GA,Brooks,31.0082,-83.5129,NR,41.3
Rosier,GA,Burke,32.9782,-82.2426,NR,6.3
Eagle Grove,GA,Hart,34.2918,-83.0043,NR,31.8
Roper,GA,Jeff Davis,31.8121,-82.6515,NR,21.5
Twin Lakes,GA,Lowndes,30.696,-83.2057,NR,1010.4
Montgomery,GA,Chatham,31.9438,-81.108,NR,166.2
Odessadale,GA,Meriwether,33.016,-84.813,NR,38.9
Indian Springs,GA,Catoosa,34.9606,-85.1592,NR,336.8
Pine Park,GA,Grady,30.8513,-84.1018,NR,138.7
Brookfield,GA,Tift,31.4185,-83.391,NR,50
Waverly,GA,Camden,31.0958,-81.7226,NR,50
Epworth,GA,Fannin,34.951,-84.3809,NR,108
Wesley,GA,Emanuel,32.4835,-82.331,NR,16.4
Doyle,GA,Marion,32.2843,-84.4438,NR,2.4
Hartford,GA,Pulaski,32.2857,-83.4491,NR,79.9
Raoul,GA,Habersham,34.4545,-83.6001,NR,569.8
Oak Grove,GA,Cherokee,34.092,-84.6152,NR,1154.6
Starrsville,GA,Newton,33.5396,-83.8193,NR,43
Stillwell,GA,Effingham,32.378,-81.2504,NR,10.3
Phillipsburg,GA,Tift,31.4389,-83.5203,NR,769.9
Hutchins,GA,Oglethorpe,33.8418,-83.1679,NR,16.8
Mershon,GA,Pierce,31.4641,-82.2573,NR,25.2
Plainfield,GA,Dodge,32.2888,-83.1121,NR,60.9
Seville,GA,Wilcox,31.9607,-83.6012,NR,173
Groveland,GA,Bryan,32.1444,-81.7457,NR,30.4
White Oak,GA,Camden,31.0313,-81.7304,NR,6.2
McRae,GA,Telfair,32.068,-82.9007,NR,415.4
Six Mile,GA,Floyd,34.1773,-85.2063,NR,90.3
Mora,GA,Coffee,31.4141,-82.9538,NR,15.2
Sunset Village,GA,Upson,32.8946,-84.4057,NR,133.4
Stonecrest,GA,DeKalb,33.701,-84.1719,NR,141.5
Elizabeth,GA,Cobb,33.9762,-84.5474,NR,74.4
Clyo,GA,Effingham,32.4841,-81.2671,NR,41.1
Zebina,GA,Jefferson,33.1646,-82.3537,NR,6.5
Halfmoon Landing,GA,Liberty,31.6997,-81.2784,NR,3
Juliette,GA,Monroe,33.1074,-83.8002,NR,50.7
Snapfinger,GA,DeKalb,33.6871,-84.2016,NR,812.4
Isle of Hope,GA,Chatham,31.9848,-81.0532,NR,754.9
Flippen,GA,Henry,33.4832,-84.1874,NR,365.9
Mableton,GA,Cobb,33.8132,-84.5656,NR,455.4
Fowlstown,GA,Decatur,30.8027,-84.5471,NR,47.4
Benevolence,GA,Randolph,31.8818,-84.7346,NR,23.5
Glen Haven,GA,DeKalb,33.744,-84.218,NR,833.6
Fair Oaks,GA,Cobb,33.9193,-84.5444,NR,1400.6
Evans,GA,Columbia,33.5619,-82.1351,NR,355.5
Colemans Lake,GA,Emanuel,32.821,-82.2751,NR,16.4
Swords,GA,Morgan,33.5443,-83.3068,NR,64.8
Louvale,GA,Stewart,32.1752,-84.8252,NR,7.7
Hollywood,GA,Habersham,34.6495,-83.4474,NR,33.8
Halls,GA,Bartow,34.2984,-84.9399,NR,54.6
Moniac,GA,Charlton,30.5183,-82.2251,NR,16.5
Leathersville,GA,Lincoln,33.7168,-82.4398,NR,16.2
Matthews,GA,Jefferson,33.2176,-82.3079,NR,39.3
Alexander,GA,Burke,33.0221,-81.8768,NR,31.6
Knoxville,GA,Crawford,32.7232,-83.996,NR,54
Almon,GA,Newton,33.6193,-83.9221,NR,251.5
Withers,GA,Clinch,30.8549,-82.9032,NR,3.1
Hayneville,GA,Houston,32.3835,-83.6207,NR,64.9
Rising Fawn,GA,Dade,34.7601,-85.5311,NR,69.2
Bemiss,GA,Lowndes,30.9333,-83.2413,NR,592.3
Arco,GA,Glynn,31.2013,-81.5062,NR,282.8
Rocky Mount,GA,Meriwether,33.1654,-84.6733,NR,13.2
Adgateville,GA,Jasper,33.2232,-83.671,NR,41.4
Musella,GA,Crawford,32.7979,-84.0321,NR,19.9
Ramhurst,GA,Murray,34.6981,-84.7308,NR,65.9
Van Wert,GA,Polk,33.9873,-85.0433,NR,254.5
The Rock,GA,Upson,32.9635,-84.2378,NR,18.1
Waring,GA,Whitfield,34.8345,-84.9713,NR,252.1
Farmington,GA,Oconee,33.7762,-83.4235,NR,38.3
Bolingbroke,GA,Monroe,32.9493,-83.8032,NR,93
New Hope,GA,Paulding,33.9582,-84.7894,NR,554.6
Lovett,GA,Laurens,32.6382,-82.7676,NR,8.1
Bullard,GA,Twiggs,32.6304,-83.4971,NR,8.4
Meinhard,GA,Chatham,32.1816,-81.2109,NR,61.8
Yorkville,GA,Paulding,33.9243,-84.9955,NR,321
Putney,GA,Dougherty,31.4755,-84.1006,NR,137.4
Renfroe,GA,Chattahoochee,32.2327,-84.7124,NR,4.3
Doctortown,GA,Wayne,31.6535,-81.8293,NR,1.4
Unionville,GA,Tift,31.4363,-83.5084,NR,918.6
Linwood,GA,Walker,34.7129,-85.2891,NR,440
Fortsonia,GA,Elbert,34.0151,-82.779,NR,16.7
Chalybeate Springs,GA,Meriwether,32.8568,-84.5802,NR,101.2
Emmalane,GA,Jenkins,32.7599,-81.9982,NR,10.4
Satilla,GA,Jeff Davis,31.7921,-82.564,NR,114.4
Dawesville,GA,Thomas,30.9224,-84.0091,NR,7.6
Silk Hope,GA,Chatham,32.043,-81.1918,NR,274.2
Pridgen,GA,Coffee,31.6969,-82.9229,NR,32.8
Munnerlyn,GA,Burke,32.9535,-81.9621,NR,1.6
Canoochee,GA,Emanuel,32.6786,-82.1786,NR,6.3
Millwood,GA,Ware,31.2658,-82.6604,NR,45.2
Scottdale,GA,DeKalb,33.7951,-84.2629,NR,567.2
Highland Mills,GA,Spalding,33.2779,-84.2827,NR,316.6
Mechanicsville,GA,Gwinnett,33.9276,-84.2424,NR,252
Hilltop,GA,Pike,33.1063,-84.4383,NR,208.2
Reed Creek,GA,Hart,34.4395,-82.9103,NR,22
Leland,GA,Cobb,33.8123,-84.5588,NR,479.7
Arnold Mill,GA,Fulton,34.1176,-84.388,NR,417.3
Warthen,GA,Washington,33.1021,-82.8037,NR,31.4
Hannahs Mill,GA,Upson,32.9369,-84.3405,NR,526.2
Saint George,GA,Charlton,30.5211,-82.0376,NR,184.5
Barretts,GA,Lowndes,31.0016,-83.1993,NR,165.6
Country Club Estates,GA,Glynn,31.2113,-81.4622,NR,311.4
Rupert,GA,Taylor,32.4404,-84.2799,NR,10.1
DeWitt,GA,Mitchell,31.4199,-84.1399,NR,1.8
Shawnee,GA,Effingham,32.4757,-81.4082,NR,23.1
Gabbettville,GA,Troup,32.9446,-85.1333,NR,19.4
Center Post,GA,Walker,34.6081,-85.353,NR,35.1
Tucker,GA,DeKalb,33.8534,-84.2229,NR,474.4
Dover,GA,Screven,32.5771,-81.7151,NR,20.1
Brookwood,GA,Forsyth,34.0951,-84.1766,NR,486.6
Pine Log,GA,Bartow,34.3429,-84.7322,NR,102.3
Upatoi,GA,Muscogee,32.5488,-84.7399,NR,46.8
Newtown,GA,Fulton,34.0212,-84.2699,NR,1054.7
Naylor,GA,Lowndes,30.9088,-83.0782,NR,63.4
Westoak,GA,Cobb,33.9879,-84.5316,NR,309
Axson,GA,Atkinson,31.2763,-82.7343,NR,51.6
Reeves,GA,Gordon,34.4615,-85.0127,NR,64.4
Tilton,GA,Whitfield,34.6651,-84.9394,NR,99.9
Tazewell,GA,Marion,32.3804,-84.4408,NR,35.9
Campton,GA,Walton,33.8718,-83.7202,NR,101.1
Grovania,GA,Houston,32.366,-83.6632,NR,10
Silco,GA,Camden,30.8683,-81.8309,NR,3.9
Keithsburg,GA,Cherokee,34.2745,-84.4516,NR,118.8
Evansville,GA,Troup,33.0662,-85.2241,NR,24.5
Russell,GA,Barrow,33.9797,-83.6923,NR,561.6
Merrillville,GA,Thomas,30.9491,-83.8799,NR,77.7
Saint Clair,GA,Burke,33.151,-82.2179,NR,12.5
Helena,GA,Telfair,32.0738,-82.9146,NR,762.3
Osierfield,GA,Irwin,31.6671,-83.116,NR,2.1
Lakeview Estates,GA,Rockdale,33.7046,-84.0367,NR,1148.8
Windsor Forest,GA,Chatham,31.9766,-81.1323,NR,2200.3
Cogdell,GA,Clinch,31.1649,-82.7179,NR,30.4
Druid Hills,GA,DeKalb,33.7879,-84.3263,NR,805.1
Mount Carmel,GA,Walker,34.6629,-85.31,NR,92.7
Big Creek,GA,Forsyth,34.1165,-84.1752,NR,469.3
Friendship,GA,Sumter,32.1502,-84.4213,NR,2.4
Devereux,GA,Hancock,33.2221,-83.0735,NR,4.6
North Decatur,GA,DeKalb,33.8073,-84.2889,NR,1918.1
Needmore,GA,Echols,30.6791,-82.7115,NR,2.3
Chattanooga Valley,GA,Walker,34.9241,-85.3432,NR,230.2
Cotton,GA,Mitchell,31.1616,-84.0668,NR,21.3
Oakman,GA,Gordon,34.5665,-84.7083,NR,19.7
Richwood,GA,Dooly,32.0418,-83.7863,NR,9.5
Fortson,GA,Muscogee,32.6071,-84.9372,NR,34
Powelton,GA,Hancock,33.4287,-82.8707,NR,1.1
Carnegie,GA,Randolph,31.6429,-84.7791,NR,9.9
Clarkdale,GA,Cobb,33.8309,-84.6497,NR,353.6
Smarr,GA,Monroe,32.9854,-83.8821,NR,27.6
Cedar Springs,GA,Early,31.1873,-85.0324,NR,15.1
Metcalf,GA,Thomas,30.7002,-83.9879,NR,125.3
Mendes,GA,Tattnall,31.9953,-81.9709,NR,98.9
Louise,GA,Troup,33.084,-84.9358,NR,60.9
Brooklyn,GA,Stewart,32.1738,-84.7085,NR,7.9
Redan,GA,DeKalb,33.7376,-84.1589,NR,899.4
Queensland,GA,Ben Hill,31.7991,-83.2363,NR,132.6
Pittman,GA,Gwinnett,33.972,-84.1696,NR,600.3
Oakland Heights,GA,Bartow,34.2123,-84.7952,NR,366.5
Center,GA,Jackson,34.0559,-83.4193,NR,130.9
Ocee,GA,Fulton,34.0645,-84.2127,NR,1584.4
Ducktown,GA,Forsyth,34.244,-84.2494,NR,314.8
Macland,GA,Cobb,33.9023,-84.6724,NR,235.3
Corinth,GA,Heard,33.2301,-84.9455,NR,119.9
Marlow,GA,Effingham,32.2691,-81.3907,NR,174.1
Mayfield,GA,Hancock,33.3551,-82.8007,NR,15.5
Whitemarsh Island,GA,Chatham,32.0304,-81.0109,NR,494.3
Free Home,GA,Cherokee,34.2387,-84.2888,NR,65.7
Bowdon Junction,GA,Carroll,33.6632,-85.1469,NR,96.4
Bonaire,GA,Houston,32.5438,-83.596,NR,159.5
Hickox,GA,Brantley,31.1505,-81.9965,NR,80.4
Sandy Plains,GA,Cobb,34.0132,-84.4955,NR,823.2
Dewy Rose,GA,Elbert,34.1681,-82.9395,NR,22.9
Belvedere Park,GA,DeKalb,33.7488,-84.2599,NR,572.3
Salem,GA,Upson,32.7592,-84.1916,NR,15.4
East Newnan,GA,Coweta,33.3461,-84.7763,NR,576.9
Shannon,GA,Floyd,34.3406,-85.0854,NR,263.7
Graysville,GA,Catoosa,34.9765,-85.1413,NR,88.7
Turnerville,GA,Habersham,34.6868,-83.426,NR,60.7
Primrose,GA,Meriwether,33.1435,-84.7419,NR,18.7
Mineral Bluff,GA,Fannin,34.9139,-84.2781,NR,66.1
Atkinson,GA,Brantley,31.2233,-81.8526,NR,44.3
East Griffin,GA,Spalding,33.2439,-84.2318,NR,256.3
Beach,GA,Ware,31.4399,-82.5037,NR,1.7
Lizella,GA,Bibb,32.8071,-83.8199,NR,113.9
Georgetown,GA,Quitman,31.8846,-85.1074,NR,136.7
Luke,GA,Early,31.338,-85.0002,NR,3.1
Campbellton,GA,Fulton,33.6504,-84.6694,NR,39.1
East Juliette,GA,Jones,33.1087,-83.7924,NR,1.8
